Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute, by type), A, Current week","Hepatitis (viral, acute, by type), A, Current week, flag ","Hepatitis (viral, acute, by type), A, Previous 52 weeks Med","Hepatitis (viral, acute, by type), A, Previous 52 weeks Med, flag","Hepatitis (viral, acute, by type), A, Previous 52 weeks Max","Hepatitis (viral, acute, by type), A, Previous 52 weeks Max, flag","Hepatitis (viral, acute, by type), A, Cum 2017","Hepatitis (viral, acute, by type), A, Cum 2017, flag","Hepatitis (viral, acute, by type), A, Cum 2016","Hepatitis (viral, acute, by type), A, Cum 2016, flag","Hepatitis (viral, acute, by type), B, Current week","Hepatitis (viral, acute, by type), B, Current week, flag","Hepatitis (viral, acute, by type), B, Previous 52 weeks Med","Hepatitis (viral, acute, by type), B, Previous 52 weeks Med, flag","Hepatitis (viral, acute, by type), B, Previous 52 weeks Max","Hepatitis (viral, acute, by type), B, Previous 52 weeks Max, flag","Hepatitis (viral, acute, by type), B, Cum 2017","Hepatitis (viral, acute, by type), B, Cum 2017, flag","Hepatitis (viral, acute, by type), B, Cum 2016","Hepatitis (viral, acute, by type), B, Cum 2016, flag",Location 1,Location 2
ARKANSAS,2017,35,,-,0,,2,,6,,9,,,-,1,,3,,32,,35,,"ARKANSAS
(34.748745, -92.275105)",
NORTH CAROLINA,2017,35,,-,1,,5,,18,,34,,,-,2,,10,,76,,111,,"NORTH CAROLINA
(35.47995, -79.180571)",
RHODE ISLAND,2017,35,,-,0,,1,,,-,3,,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
OHIO,2017,35,3,,0,,7,,21,,20,,,-,4,,16,,168,,209,,"OHIO
(40.056807, -82.405897)",
MONTANA,2017,35,,-,0,,1,,3,,2,,,-,0,,1,,3,,1,,"MONTANA
(47.062617, -109.430168)",
CALIFORNIA,2017,35,1,,6,,21,,322,,161,,,-,1,,6,,62,,86,,"CALIFORNIA
(37.640735, -121.002435)",
OKLAHOMA,2017,35,,-,0,,4,,4,,5,,2,,0,,15,,10,,5,,"OKLAHOMA
(35.468494, -97.521264)",
VIRGINIA,2017,35,,-,1,,41,,23,,135,,1,,1,,5,,45,,34,,"VIRGINIA
(37.542699, -78.45822)",
ALABAMA,2017,35,,-,0,,3,,11,,14,,,-,1,,5,,49,,43,,"ALABAMA
(32.839182, -86.631125)",
MISSOURI,2017,35,,-,0,,1,,5,,13,,,-,1,,3,,23,,26,,"MISSOURI
(38.636168, -92.566292)",
WASHINGTON,2017,35,,-,0,,31,,8,,,-,,-,0,,45,,25,,,-,"WASHINGTON
(47.517368, -120.467672)",
OREGON,2017,35,,-,0,,3,,17,,10,,,-,0,,3,,9,,9,,"OREGON
(44.567912, -120.156945)",
HAWAII,2017,35,,-,0,,12,,4,,244,,,-,0,,1,,1,,,-,"HAWAII
(21.30992, -157.858158)",
NEW YORK,2017,35,1,,1,,5,,46,,36,,1,,0,,4,,19,,26,,"NEW YORK
(42.826892, -75.544286)",
W.N. CENTRAL,2017,35,,-,1,,5,,34,,55,,,-,2,,5,,63,,69,,,
SOUTH DAKOTA,2017,35,,-,0,,0,,,-,1,,,-,0,,0,,,-,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WISCONSIN,2017,35,,-,0,,2,,8,,3,,,-,0,,3,,17,,7,,"WISCONSIN
(44.395526, -89.834513)",
PENNSYLVANIA,2017,35,,-,1,,4,,36,,35,,1,,1,,4,,41,,29,,"PENNSYLVANIA
(40.789676, -77.858055)",
MASSACHUSETTS,2017,36,,-,1,,3,,25,,41,,,-,0,,3,,16,,22,,"MASSACHUSETTS
(42.268546, -72.085064)",
ALABAMA,2017,36,,-,0,,3,,12,,15,,,-,1,,5,,50,,43,,"ALABAMA
(32.839182, -86.631125)",
MONTANA,2017,36,,-,0,,1,,3,,2,,,-,0,,1,,3,,1,,"MONTANA
(47.062617, -109.430168)",
MISSOURI,2017,36,1,,0,,1,,6,,13,,1,,1,,3,,24,,27,,"MISSOURI
(38.636168, -92.566292)",
MOUNTAIN,2017,36,3,,3,,11,,136,,67,,1,,2,,4,,56,,51,,,
INDIANA,2017,36,,-,0,,2,,8,,15,,,-,4,,10,,147,,111,,"INDIANA
(39.76845, -86.156212)",
MICHIGAN,2017,36,,-,5,,18,,238,,53,,,-,1,,4,,44,,32,,"MICHIGAN
(44.66399, -84.711206)",
IOWA,2017,36,,-,0,,2,,4,,10,,,-,0,,2,,11,,8,,"IOWA
(42.46942, -93.815856)",
VIRGIN ISL.,2017,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OHIO,2017,36,,-,0,,7,,21,,21,,1,,4,,16,,169,,217,,"OHIO
(40.056807, -82.405897)",
AMER. SAMOA,2017,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
SOUTH CAROLINA,2017,36,,-,0,,4,,11,,15,,,-,0,,4,,7,,21,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WEST VIRGINIA,2017,36,,-,0,,2,,6,,10,,,-,4,,13,,130,,195,,"WEST VIRGINIA
(38.668501, -80.709421)",
MAINE,2017,36,,-,0,,1,,2,,3,,2,,1,,3,,54,,32,,"MAINE
(45.252223, -68.986647)",
NEVADA,2017,36,,-,0,,2,,10,,11,,,-,0,,3,,14,,14,,"NEVADA
(39.491833, -117.070159)",
UNITED STATES,2017,36,16,,40,,82,,1489,,1409,,11,,59,,146,,2025,,2160,,,
NEW HAMPSHIRE,2017,36,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WISCONSIN,2017,36,,-,0,,2,,8,,3,,,-,0,,3,,17,,7,,"WISCONSIN
(44.395526, -89.834513)",
COLORADO,2017,36,,-,1,,7,,39,,16,,1,,0,,2,,11,,15,,"COLORADO
(38.841772, -106.132562)",
